Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG
DEN3,01/08/2026,13:00,Holbæk B&I,Frem,2,1
DEN3,01/08/2026,14:00,Hørsholm Usserød IK,Holstebro Boldklub,2,3
DEN3,01/08/2026,14:00,Næsby,Sundby BK,2,1
DEN3,01/08/2026,15:00,ASA Aarhus,Ringsted,1,1
DEN3,04/09/2026,19:00,Brønshøj,FC Helsingør,2,1
DEN3,04/09/2026,19:00,Frem,Ringsted,5,2
DEN3,05/09/2026,13:00,Ishøj IF,Holbæk B&I,0,4
DEN3,05/09/2026,14:00,Sundby BK,ASA Aarhus,1,0
DEN3,05/09/2026,14:30,Holstebro Boldklub,Vanløse IF,1,2
DEN3,05/09/2026,15:00,Næsby,Hørsholm Usserød IK,4,3
DEN3,07/08/2026,19:00,Frem,Hørsholm Usserød IK,1,1
DEN3,08/08/2026,13:00,Ringsted,FC Helsingør,2,3
DEN3,08/08/2026,14:00,Brønshøj,Sundby BK,3,1
DEN3,08/08/2026,14:00,Vanløse IF,Næsby,3,0
DEN3,08/08/2026,14:30,Holstebro Boldklub,Holbæk B&I,2,2
DEN3,11/08/2026,18:30,Ishøj IF,ASA Aarhus,0,1
DEN3,13/09/2026,13:00,ASA Aarhus,Næsby,1,0
DEN3,13/09/2026,13:00,FC Helsingør,Sundby BK,2,1
DEN3,13/09/2026,13:00,Holstebro Boldklub,Frem,3,2
DEN3,13/09/2026,13:00,Ringsted,Brønshøj,1,3
DEN3,13/09/2026,14:00,Hørsholm Usserød IK,Holbæk B&I,3,1
DEN3,13/09/2026,14:00,Vanløse IF,Ishøj IF,1,0
DEN3,14/08/2026,19:00,FC Helsingør,Frem,1,0
DEN3,15/08/2026,13:00,Holbæk B&I,Sundby BK,2,1
DEN3,15/08/2026,13:00,Ringsted,Holstebro Boldklub,0,4
DEN3,15/08/2026,14:00,Hørsholm Usserød IK,Ishøj IF,2,0
DEN3,15/08/2026,14:00,Næsby,Brønshøj,0,0
DEN3,15/08/2026,15:00,ASA Aarhus,Vanløse IF,2,1
DEN3,18/09/2026,19:00,Holbæk B&I,Ringsted,5,2
DEN3,19/09/2026,13:00,Ishøj IF,Frem,3,2
DEN3,19/09/2026,14:00,Brønshøj,ASA Aarhus,5,1
DEN3,19/09/2026,14:00,Hørsholm Usserød IK,Vanløse IF,1,1
DEN3,19/09/2026,14:00,Næsby,FC Helsingør,1,1
DEN3,19/09/2026,14:00,Sundby BK,Holstebro Boldklub,2,0
DEN3,21/08/2026,19:00,Brønshøj,Holbæk B&I,1,4
DEN3,22/08/2026,13:00,Ishøj IF,Næsby,1,5
DEN3,22/08/2026,14:00,Frem,ASA Aarhus,3,1
DEN3,22/08/2026,14:00,Sundby BK,Hørsholm Usserød IK,4,4
DEN3,22/08/2026,14:00,Vanløse IF,Ringsted,2,0
DEN3,22/08/2026,14:30,Holstebro Boldklub,FC Helsingør,2,1
DEN3,28/08/2026,19:00,ASA Aarhus,Holstebro Boldklub,4,0
DEN3,28/08/2026,19:00,FC Helsingør,Ishøj IF,1,0
DEN3,29/08/2026,13:00,Holbæk B&I,Næsby,3,2
DEN3,29/08/2026,13:00,Ringsted,Sundby BK,2,0
DEN3,29/08/2026,14:00,Hørsholm Usserød IK,Brønshøj,0,2
DEN3,29/08/2026,14:00,Vanløse IF,Frem,2,2
DEN3,31/07/2026,19:00,Brønshøj,Ishøj IF,0,0
DEN3,31/07/2026,19:00,FC Helsingør,Vanløse IF,2,2
