Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG
E2,01/09/2026,20:45,Bradford City,Cambridge United,1,2
E2,01/09/2026,20:45,Bromley,Leyton Orient,0,5
E2,01/09/2026,20:45,Doncaster Rovers,Notts County,1,1
E2,01/09/2026,20:45,Huddersfield Town,Oxford United,3,1
E2,01/09/2026,20:45,Leicester City,Plymouth Argyle,2,0
E2,01/09/2026,20:45,Peterborough United,Stevenage,0,0
E2,01/09/2026,20:45,Wycombe Wanderers,Sheffield Wednesday,1,2
E2,02/09/2026,20:45,Barnsley,Blackpool,2,1
E2,02/09/2026,20:45,Burton Albion,AFC Wimbledon,4,1
E2,02/09/2026,20:45,Luton Town,Stockport County,2,0
E2,02/09/2026,20:45,Wigan Athletic,Milton Keynes Dons,3,1
E2,02/09/2026,21:00,Reading,Mansfield Town,5,0
E2,05/09/2026,13:30,Peterborough United,Sheffield Wednesday,1,2
E2,05/09/2026,13:30,Wigan Athletic,Stockport County,0,4
E2,05/09/2026,16:00,Barnsley,Stevenage,1,5
E2,05/09/2026,16:00,Bradford City,Mansfield Town,1,0
E2,05/09/2026,16:00,Burton Albion,Cambridge United,2,2
E2,05/09/2026,16:00,Doncaster Rovers,Plymouth Argyle,2,3
E2,05/09/2026,16:00,Huddersfield Town,Notts County,1,1
E2,05/09/2026,16:00,Leicester City,Oxford United,0,4
E2,05/09/2026,16:00,Luton Town,Leyton Orient,1,1
E2,05/09/2026,16:00,Reading,Blackpool,3,1
E2,05/09/2026,16:00,Wycombe Wanderers,Milton Keynes Dons,3,3
E2,07/09/2026,21:00,Bromley,AFC Wimbledon,0,2
E2,10/09/2026,21:00,Stevenage,Luton Town,2,1
E2,12/09/2026,13:30,Leyton Orient,Wycombe Wanderers,2,3
E2,12/09/2026,13:30,Notts County,Bradford City,0,1
E2,12/09/2026,16:00,AFC Wimbledon,Doncaster Rovers,1,0
E2,12/09/2026,16:00,Blackpool,Bromley,2,2
E2,12/09/2026,16:00,Cambridge United,Reading,2,1
E2,12/09/2026,16:00,Mansfield Town,Huddersfield Town,0,0
E2,12/09/2026,16:00,Milton Keynes Dons,Peterborough United,1,1
E2,12/09/2026,16:00,Oxford United,Burton Albion,3,0
E2,12/09/2026,16:00,Plymouth Argyle,Barnsley,3,0
E2,12/09/2026,16:00,Sheffield Wednesday,Wigan Athletic,0,0
E2,12/09/2026,16:00,Stockport County,Leicester City,3,4
E2,15/08/2026,13:30,Notts County,Leicester City,1,1
E2,15/08/2026,13:30,Oxford United,Milton Keynes Dons,2,2
E2,15/08/2026,13:30,Reading,Luton Town,3,4
E2,15/08/2026,16:00,Barnsley,Bromley,0,1
E2,15/08/2026,16:00,Blackpool,Wycombe Wanderers,1,1
E2,15/08/2026,16:00,Bradford City,Peterborough United,2,0
E2,15/08/2026,16:00,Burton Albion,Stevenage,1,1
E2,15/08/2026,16:00,Cambridge United,Wigan Athletic,3,2
E2,15/08/2026,16:00,Huddersfield Town,AFC Wimbledon,3,0
E2,15/08/2026,16:00,Leyton Orient,Sheffield Wednesday,1,2
E2,15/08/2026,16:00,Mansfield Town,Doncaster Rovers,2,1
E2,15/08/2026,16:00,Plymouth Argyle,Stockport County,1,3
E2,17/09/2026,21:00,AFC Wimbledon,Milton Keynes Dons,0,0
E2,19/09/2026,13:30,Barnsley,Leicester City,1,1
E2,19/09/2026,13:30,Burton Albion,Mansfield Town,2,2
E2,19/09/2026,16:00,Blackpool,Plymouth Argyle,2,4
E2,19/09/2026,16:00,Bromley,Huddersfield Town,2,1
E2,19/09/2026,16:00,Leyton Orient,Stevenage,1,0
E2,19/09/2026,16:00,Luton Town,Bradford City,0,1
E2,19/09/2026,16:00,Oxford United,Cambridge United,1,1
E2,19/09/2026,16:00,Peterborough United,Doncaster Rovers,0,2
E2,19/09/2026,16:00,Reading,Notts County,2,0
E2,19/09/2026,16:00,Sheffield Wednesday,Stockport County,0,0
E2,19/09/2026,16:00,Wigan Athletic,Wycombe Wanderers,0,1
E2,20/08/2026,21:00,Sheffield Wednesday,Bradford City,0,1
E2,22/08/2026,13:30,Doncaster Rovers,Barnsley,0,0
E2,22/08/2026,13:30,Luton Town,Notts County,2,2
E2,22/08/2026,16:00,AFC Wimbledon,Reading,0,0
E2,22/08/2026,16:00,Bromley,Cambridge United,1,1
E2,22/08/2026,16:00,Leicester City,Burton Albion,1,2
E2,22/08/2026,16:00,Milton Keynes Dons,Huddersfield Town,1,1
E2,22/08/2026,16:00,Peterborough United,Mansfield Town,2,1
E2,22/08/2026,16:00,Stevenage,Oxford United,1,2
E2,22/08/2026,16:00,Stockport County,Blackpool,1,2
E2,22/08/2026,16:00,Wigan Athletic,Leyton Orient,0,2
E2,22/08/2026,16:00,Wycombe Wanderers,Plymouth Argyle,1,1
E2,29/08/2026,13:30,Blackpool,Peterborough United,4,0
E2,29/08/2026,13:30,Milton Keynes Dons,Leicester City,0,0
E2,29/08/2026,16:00,Cambridge United,Huddersfield Town,1,2
E2,29/08/2026,16:00,Leyton Orient,Barnsley,1,3
E2,29/08/2026,16:00,Notts County,Burton Albion,2,1
E2,29/08/2026,16:00,Plymouth Argyle,Bradford City,2,0
E2,29/08/2026,16:00,Sheffield Wednesday,Bromley,7,2
E2,29/08/2026,16:00,Stevenage,Doncaster Rovers,2,2
E2,29/08/2026,16:00,Stockport County,Wycombe Wanderers,5,1
E2,30/08/2026,15:00,AFC Wimbledon,Wigan Athletic,1,0
E2,30/08/2026,16:00,Mansfield Town,Luton Town,5,2
