Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG
SC3,01/08/2026,16:00,Annan Athletic,Spartans FC,2,4
SC3,01/08/2026,16:00,Clyde,Stranraer,3,1
SC3,01/08/2026,16:00,Edinburgh City,Elgin City,0,5
SC3,01/08/2026,16:00,Forfar Athletic,Kelty Hearts,1,0
SC3,01/08/2026,16:00,Stirling Albion,Dumbarton,2,0
SC3,05/09/2026,16:00,Clyde,Edinburgh City,3,2
SC3,05/09/2026,16:00,Dumbarton,Elgin City,2,1
SC3,05/09/2026,16:00,Forfar Athletic,Stranraer,0,3
SC3,05/09/2026,16:00,Kelty Hearts,Annan Athletic,2,1
SC3,05/09/2026,16:00,Stirling Albion,Spartans FC,0,2
SC3,08/08/2026,16:00,Dumbarton,Clyde,1,0
SC3,08/08/2026,16:00,Elgin City,Forfar Athletic,1,1
SC3,08/08/2026,16:00,Kelty Hearts,Stirling Albion,3,2
SC3,08/08/2026,16:00,Spartans FC,Edinburgh City,2,2
SC3,08/08/2026,16:00,Stranraer,Annan Athletic,0,1
SC3,12/09/2026,16:00,Annan Athletic,Elgin City,2,0
SC3,12/09/2026,16:00,Clyde,Kelty Hearts,4,1
SC3,12/09/2026,16:00,Edinburgh City,Stirling Albion,7,3
SC3,12/09/2026,16:00,Spartans FC,Forfar Athletic,5,1
SC3,12/09/2026,16:00,Stranraer,Dumbarton,3,1
SC3,15/08/2026,16:00,Annan Athletic,Clyde,1,2
SC3,15/08/2026,16:00,Dumbarton,Edinburgh City,0,3
SC3,15/08/2026,16:00,Elgin City,Kelty Hearts,4,1
SC3,15/08/2026,16:00,Forfar Athletic,Stirling Albion,3,0
SC3,15/08/2026,16:00,Stranraer,Spartans FC,1,0
SC3,19/09/2026,16:00,Dumbarton,Spartans FC,3,0
SC3,19/09/2026,16:00,Elgin City,Stranraer,1,5
SC3,19/09/2026,16:00,Forfar Athletic,Annan Athletic,1,0
SC3,19/09/2026,16:00,Kelty Hearts,Edinburgh City,1,3
SC3,19/09/2026,16:00,Stirling Albion,Clyde,1,1
SC3,22/08/2026,16:00,Clyde,Forfar Athletic,3,0
SC3,22/08/2026,16:00,Edinburgh City,Annan Athletic,1,0
SC3,22/08/2026,16:00,Kelty Hearts,Dumbarton,3,1
SC3,22/08/2026,16:00,Spartans FC,Elgin City,3,3
SC3,22/08/2026,16:00,Stirling Albion,Stranraer,2,2
SC3,28/08/2026,20:45,Edinburgh City,Forfar Athletic,1,1
SC3,29/08/2026,16:00,Annan Athletic,Dumbarton,2,0
SC3,29/08/2026,16:00,Elgin City,Stirling Albion,4,0
SC3,29/08/2026,16:00,Spartans FC,Clyde,3,3
SC3,29/08/2026,16:00,Stranraer,Kelty Hearts,2,0
