Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG
N2,01/11/2025,16:30,Roda JC Kerkrade,Jong FC Utrecht,1,1
N2,01/11/2025,20:00,Cambuur,Jong Ajax,4,1
N2,01/12/2025,20:00,Jong Ajax,Vitesse,2,0
N2,01/12/2025,20:00,Jong PSV,RKC Waalwijk,3,1
N2,02/02/2026,20:00,Jong Ajax,Willem II,2,1
N2,02/02/2026,20:00,Jong FC Utrecht,VVV-Venlo,2,2
N2,02/02/2026,20:00,Jong PSV,Cambuur,3,2
N2,02/02/2026,20:00,MVV Maastricht,Almere City FC,1,1
N2,02/02/2026,20:00,Vitesse,FC Eindhoven,1,1
N2,02/03/2026,20:00,FC Emmen,Jong FC Utrecht,1,0
N2,02/11/2025,14:30,FC Emmen,RKC Waalwijk,2,2
N2,02/11/2025,16:45,MVV Maastricht,ADO Den Haag,3,4
N2,03/02/2026,20:00,FC Dordrecht,Helmond Sport,3,0
N2,03/03/2026,20:00,Cambuur,Almere City FC,3,2
N2,03/04/2026,20:00,ADO Den Haag,Jong Ajax,4,2
N2,03/04/2026,20:00,Almere City FC,TOP Oss,3,2
N2,03/04/2026,20:00,FC Dordrecht,Roda JC Kerkrade,0,3
N2,03/04/2026,20:00,FC Eindhoven,De Graafschap,2,2
N2,03/04/2026,20:00,Jong AZ Alkmaar,Helmond Sport,2,0
N2,03/04/2026,20:00,MVV Maastricht,RKC Waalwijk,1,3
N2,03/04/2026,20:00,Vitesse,FC Emmen,3,3
N2,03/04/2026,20:00,VVV-Venlo,Cambuur,3,0
N2,03/04/2026,20:00,Willem II,Jong PSV,1,0
N2,03/10/2025,20:00,Cambuur,FC Emmen,3,2
N2,03/10/2025,20:00,FC Den Bosch,RKC Waalwijk,2,2
N2,03/10/2025,20:00,FC Dordrecht,VVV-Venlo,2,0
N2,03/10/2025,20:00,Helmond Sport,Almere City FC,2,1
N2,03/10/2025,20:00,Jong Ajax,De Graafschap,2,2
N2,03/10/2025,20:00,Jong AZ Alkmaar,ADO Den Haag,0,4
N2,03/10/2025,20:00,MVV Maastricht,FC Eindhoven,3,1
N2,03/10/2025,20:00,TOP Oss,Jong PSV,1,1
N2,03/10/2025,20:00,Vitesse,Jong FC Utrecht,2,0
N2,03/10/2025,20:00,Willem II,Roda JC Kerkrade,1,2
N2,03/11/2025,20:00,FC Dordrecht,Almere City FC,0,1
N2,03/11/2025,20:00,Jong AZ Alkmaar,FC Eindhoven,0,2
N2,03/11/2025,20:00,Jong PSV,Willem II,2,1
N2,04/12/2025,20:25,Vitesse,De Graafschap,1,2
N2,05/09/2025,20:00,De Graafschap,FC Emmen,2,3
N2,05/12/2025,20:00,ADO Den Haag,FC Emmen,2,1
N2,05/12/2025,20:00,Almere City FC,Jong Ajax,3,2
N2,05/12/2025,20:00,Cambuur,FC Den Bosch,2,1
N2,05/12/2025,20:00,FC Eindhoven,Jong PSV,4,0
N2,05/12/2025,20:00,Helmond Sport,MVV Maastricht,2,4
N2,05/12/2025,20:00,RKC Waalwijk,VVV-Venlo,1,2
N2,05/12/2025,20:00,Roda JC Kerkrade,Jong AZ Alkmaar,2,3
N2,06/02/2026,20:00,Cambuur,Almere City FC,0,0
N2,06/02/2026,20:00,De Graafschap,Jong Ajax,4,0
N2,06/02/2026,20:00,FC Emmen,Jong FC Utrecht,0,0
N2,06/02/2026,20:00,Helmond Sport,FC Den Bosch,2,0
N2,06/02/2026,20:00,MVV Maastricht,Jong PSV,2,1
N2,06/02/2026,20:00,Roda JC Kerkrade,ADO Den Haag,0,3
N2,06/02/2026,20:00,TOP Oss,Vitesse,1,2
N2,06/03/2026,20:00,FC Dordrecht,MVV Maastricht,1,1
N2,06/03/2026,20:00,FC Eindhoven,Jong Ajax,2,1
N2,06/03/2026,20:00,Helmond Sport,TOP Oss,1,1
N2,06/03/2026,20:00,Roda JC Kerkrade,Jong PSV,0,2
N2,06/03/2026,20:00,VVV-Venlo,RKC Waalwijk,0,3
N2,06/04/2026,12:15,Helmond Sport,RKC Waalwijk,2,2
N2,06/04/2026,14:30,Almere City FC,FC Den Bosch,1,2
N2,06/04/2026,16:45,ADO Den Haag,FC Eindhoven,4,0
N2,06/04/2026,16:45,Cambuur,FC Dordrecht,1,1
N2,06/04/2026,16:45,De Graafschap,Jong AZ Alkmaar,5,0
N2,06/04/2026,16:45,FC Emmen,MVV Maastricht,2,1
N2,06/04/2026,16:45,Roda JC Kerkrade,Willem II,0,1
N2,06/04/2026,16:45,TOP Oss,Jong FC Utrecht,3,1
N2,06/04/2026,16:45,Vitesse,Jong Ajax,6,1
N2,06/04/2026,20:00,Jong PSV,VVV-Venlo,1,0
N2,06/09/2025,20:00,Cambuur,Willem II,2,2
N2,06/10/2025,20:00,Vitesse,FC Den Bosch,1,2
N2,06/12/2025,16:30,Willem II,FC Dordrecht,2,0
N2,07/02/2026,16:30,VVV-Venlo,FC Eindhoven,1,0
N2,07/03/2026,16:30,Almere City FC,ADO Den Haag,1,0
